;кто;текст;кому;контекст;уровень;post
2316;568017905;"и это будет говорить диноеб, у любимыцы вылетает на второй неделе из бб 200? 

я понимаю старуха никому не нужна. так и билеты не продаются в театрах и закрыли эти помои.... не говоря о том, что опустилась до уровня ребеки блэк.";5167152;Когда гагаёбы перестанут позориться?;2;5072255
2317;5167152;Не позорься🙈😂;568017905;"и это будет говорить диноеб, у любимыцы вылетает на второй неделе из бб 200? 

я понимаю старуха никому не нужна. так и билеты не продаются в театрах и закрыли эти помои.... не говоря о том, что опустилась до уровня ребеки блэк.";2;5072255
2318;247843065;[id5167152|Александр], доброе утро альбом поднялся на 30 позиций. Как обычно хейтеры опозорили сами сеья;5167152;Не позорься🙈😂;2;5072255
2319;5167152;Говно иногда всплывает, но все равно смываемо😉;247843065;[id5167152|Александр], доброе утро альбом поднялся на 30 позиций. Как обычно хейтеры опозорили сами сеья;2;5072255
2320;609835217;Худая легенда;post;post;1;5072255
2321;598219727;[id609835217|Adam], Ари;609835217;Худая легенда;2;5072255
2322;613182206;[id598219727|Bad],Мэрайя>ари;598219727;[id609835217|Adam], Ари;2;5072255
2323;537054949;[id609835217|Adam], тей;609835217;Худая легенда;2;5072255
2324;452751312;"> бэнгер
> никто не слышал";post;post;1;5072255
2325;609835217;[id452751312|Александр], не позорься ору;452751312;"> бэнгер
> никто не слышал";2;5072255
2326;566800783;[id452751312|Александр], песня был хитом в каждой стране в которой была выпущена в качестве сингла, так что не чеши;452751312;"> бэнгер
> никто не слышал";2;5072255
2327;352454083;[id566800783|Макс], его тогда не было ещё на свете просто;566800783;[id452751312|Александр], песня был хитом в каждой стране в которой была выпущена в качестве сингла, так что не чеши;2;5072255
2328;566800783;[id352454083|Иван], пускай значит почитает англ Википедию и посмотрит сколько недель песня висела в чартах, а то любители высрать что-либо даже не хотят ознакомиться с информацией;352454083;[id566800783|Макс], его тогда не было ещё на свете просто;2;5072255
2329;475219659;[id452751312|Александр], вотвот;452751312;"> бэнгер
> никто не слышал";2;5072255
2330;315643316;[id452751312|Александр], не позорься.;452751312;"> бэнгер
> никто не слышал";2;5072255
2331;533879364;[id452751312|Александр], ссынамит от бтц;452751312;"> бэнгер
> никто не слышал";2;5072255
2332;575956822;[id452751312|Александр], песня десятилетия между прочим;452751312;"> бэнгер
> никто не слышал";2;5072255
2333;608370179;"кто пошутит про ""а где мерая почему на фото никого нет"" - тупой человек без фантазии и креативного мышления";post;post;1;5072255
2334;244486535;[id608370179|Ханна], пока что лишь ты написала)))00)00;608370179;"кто пошутит про ""а где мерая почему на фото никого нет"" - тупой человек без фантазии и креативного мышления";2;5072255
2335;608370179;я предупредила, дебик;244486535;[id608370179|Ханна], пока что лишь ты написала)))00)00;2;5072255
2336;244486535;[id608370179|Ханна], быдло хамло хамка хамесса;608370179;я предупредила, дебик;2;5072255
